Ready Processes,Processes in CPU,Blocked processes,Completed processes,Accounted For, Number of CPUs,Exiting at simulation time
13, 2, 0, 6,21, 2, 10000
10, 2, 0, 5,17, 2, 10000
11, 2, 0, 2,15, 2, 10000
10, 2, 0, 4,16, 2, 10000
10, 2, 0, 4,16, 2, 10000
12, 2, 0, 2,16, 2, 10000
11, 2, 0, 2,15, 2, 10000
11, 2, 0, 6,19, 2, 10000
14, 2, 0, 2,18, 2, 10000
8, 2, 0, 4,14, 2, 10000
16, 2, 0, 2,20, 2, 10000
7, 2, 0, 3,12, 2, 10000
12, 2, 0, 2,16, 2, 10000
9, 2, 0, 3,14, 2, 10000
11, 2, 0, 3,16, 2, 10000
11, 2, 0, 4,17, 2, 10000
7, 2, 0, 4,13, 2, 10000
7, 2, 0, 1,10, 2, 10000
7, 2, 0, 2,11, 2, 10000
9, 2, 0, 2,13, 2, 10000
8, 2, 0, 1,11, 2, 10000
15, 2, 0, 2,19, 2, 10000
10, 2, 0, 3,15, 2, 10000
6, 2, 0, 3,11, 2, 10000
18, 2, 0, 3,23, 2, 10000
9, 2, 0, 2,13, 2, 10000
8, 2, 0, 4,14, 2, 10000
9, 2, 0, 2,13, 2, 10000
17, 2, 0, 3,22, 2, 10000
9, 2, 0, 4,15, 2, 10000
7, 2, 0, 2,11, 2, 10000
10, 2, 0, 2,14, 2, 10000
10, 2, 0, 3,15, 2, 10000
10, 2, 0, 0,12, 2, 10000
7, 2, 0, 5,14, 2, 10000
8, 2, 0, 2,12, 2, 10000
12, 2, 0, 2,16, 2, 10000
16, 2, 0, 2,20, 2, 10000
7, 2, 0, 4,13, 2, 10000
11, 2, 0, 2,15, 2, 10000
4, 2, 0, 3,9, 2, 10000
6, 2, 0, 5,13, 2, 10000
17, 2, 0, 2,21, 2, 10000
7, 2, 0, 2,11, 2, 10000
6, 2, 0, 0,8, 2, 10000
9, 2, 0, 5,16, 2, 10000
15, 2, 0, 1,18, 2, 10000
2, 2, 0, 7,11, 2, 10000
5, 2, 0, 3,10, 2, 10000
11, 2, 0, 1,14, 2, 10000
8, 2, 0, 1,11, 2, 10000
6, 2, 0, 3,11, 2, 10000
7, 2, 0, 3,12, 2, 10000
7, 2, 0, 3,12, 2, 10000
12, 2, 0, 6,20, 2, 10000
12, 2, 0, 6,20, 2, 10000
2, 2, 0, 1,5, 2, 10000
8, 2, 0, 5,15, 2, 10000
11, 2, 0, 5,18, 2, 10000
13, 2, 0, 4,19, 2, 10000
14, 2, 0, 5,21, 2, 10000
10, 2, 0, 3,15, 2, 10000
14, 2, 0, 3,19, 2, 10000
16, 2, 0, 2,20, 2, 10000
15, 2, 0, 4,21, 2, 10000
6, 2, 0, 3,11, 2, 10000
10, 2, 0, 1,13, 2, 10000
13, 2, 0, 5,20, 2, 10000
12, 2, 0, 4,18, 2, 10000
8, 2, 0, 5,15, 2, 10000
12, 2, 0, 5,19, 2, 10000
7, 2, 0, 2,11, 2, 10000
10, 2, 0, 2,14, 2, 10000
13, 2, 0, 2,17, 2, 10000
12, 2, 0, 2,16, 2, 10000
10, 2, 0, 1,13, 2, 10000
9, 2, 0, 3,14, 2, 10000
18, 2, 0, 1,21, 2, 10000
15, 2, 0, 3,20, 2, 10000
18, 2, 0, 3,23, 2, 10000
9, 2, 0, 1,12, 2, 10000
7, 2, 0, 3,12, 2, 10000
9, 2, 0, 1,12, 2, 10000
15, 2, 0, 3,20, 2, 10000
11, 2, 0, 2,15, 2, 10000
10, 2, 0, 1,13, 2, 10000
5, 2, 0, 2,9, 2, 10000
13, 2, 0, 4,19, 2, 10000
15, 2, 0, 1,18, 2, 10000
12, 2, 0, 6,20, 2, 10000
6, 2, 0, 3,11, 2, 10000
12, 2, 0, 4,18, 2, 10000
13, 2, 0, 2,17, 2, 10000
9, 2, 0, 7,18, 2, 10000
10, 2, 0, 1,13, 2, 10000
11, 2, 0, 4,17, 2, 10000
11, 2, 0, 1,14, 2, 10000
7, 2, 0, 3,12, 2, 10000
8, 2, 0, 4,14, 2, 10000
10, 2, 0, 5,17, 2, 10000
8, 2, 0, 2,12, 2, 10000
11, 2, 0, 2,15, 2, 10000
10, 2, 0, 5,17, 2, 10000
9, 2, 0, 3,14, 2, 10000
2, 2, 0, 4,8, 2, 10000
9, 2, 0, 1,12, 2, 10000
8, 2, 0, 1,11, 2, 10000
9, 2, 0, 6,17, 2, 10000
7, 2, 0, 3,12, 2, 10000
8, 2, 0, 2,12, 2, 10000
9, 2, 0, 3,14, 2, 10000
7, 2, 0, 2,11, 2, 10000
15, 2, 0, 4,21, 2, 10000
9, 2, 0, 5,16, 2, 10000
8, 2, 0, 3,13, 2, 10000
5, 2, 0, 4,11, 2, 10000
10, 2, 0, 3,15, 2, 10000
8, 2, 0, 2,12, 2, 10000
11, 2, 0, 2,15, 2, 10000
11, 2, 0, 2,15, 2, 10000
8, 2, 0, 3,13, 2, 10000
8, 2, 0, 1,11, 2, 10000
14, 2, 0, 5,21, 2, 10000
9, 2, 0, 3,14, 2, 10000
12, 2, 0, 4,18, 2, 10000
13, 2, 0, 4,19, 2, 10000
12, 2, 0, 4,18, 2, 10000
13, 2, 0, 1,16, 2, 10000
8, 2, 0, 1,11, 2, 10000
12, 2, 0, 3,17, 2, 10000
7, 2, 0, 2,11, 2, 10000
14, 2, 0, 4,20, 2, 10000
6, 2, 0, 1,9, 2, 10000
6, 2, 0, 6,14, 2, 10000
4, 2, 0, 2,8, 2, 10000
10, 2, 0, 5,17, 2, 10000
12, 2, 0, 2,16, 2, 10000
12, 2, 0, 7,21, 2, 10000
9, 2, 0, 0,11, 2, 10000
11, 2, 0, 4,17, 2, 10000
13, 2, 0, 2,17, 2, 10000
12, 2, 0, 5,19, 2, 10000
8, 2, 0, 3,13, 2, 10000
14, 2, 0, 3,19, 2, 10000
10, 2, 0, 0,12, 2, 10000
15, 2, 0, 5,22, 2, 10000
6, 2, 0, 5,13, 2, 10000
13, 2, 0, 6,21, 2, 10000
9, 2, 0, 2,13, 2, 10000
12, 2, 0, 4,18, 2, 10000
2, 2, 0, 2,6, 2, 10000
10, 2, 0, 3,15, 2, 10000
12, 2, 0, 2,16, 2, 10000
8, 2, 0, 4,14, 2, 10000
8, 2, 0, 7,17, 2, 10000
16, 2, 0, 2,20, 2, 10000
7, 2, 0, 2,11, 2, 10000
13, 2, 0, 5,20, 2, 10000
13, 2, 0, 1,16, 2, 10000
5, 2, 0, 3,10, 2, 10000
10, 2, 0, 4,16, 2, 10000
4, 2, 0, 5,11, 2, 10000
8, 2, 0, 4,14, 2, 10000
14, 2, 0, 1,17, 2, 10000
13, 2, 0, 1,16, 2, 10000
11, 2, 0, 1,14, 2, 10000
10, 2, 0, 2,14, 2, 10000
8, 2, 0, 1,11, 2, 10000
8, 2, 0, 4,14, 2, 10000
13, 2, 0, 6,21, 2, 10000
6, 2, 0, 4,12, 2, 10000
12, 2, 0, 6,20, 2, 10000
13, 2, 0, 2,17, 2, 10000
11, 2, 0, 1,14, 2, 10000
7, 2, 0, 3,12, 2, 10000
16, 2, 0, 5,23, 2, 10000
13, 2, 0, 3,18, 2, 10000
7, 2, 0, 4,13, 2, 10000
10, 2, 0, 4,16, 2, 10000
10, 2, 0, 2,14, 2, 10000
14, 2, 0, 2,18, 2, 10000
9, 2, 0, 4,15, 2, 10000
5, 2, 0, 5,12, 2, 10000
10, 2, 0, 2,14, 2, 10000
9, 2, 0, 2,13, 2, 10000
11, 2, 0, 1,14, 2, 10000
13, 2, 0, 5,20, 2, 10000
8, 2, 0, 4,14, 2, 10000
13, 2, 0, 5,20, 2, 10000
14, 2, 0, 8,24, 2, 10000
14, 2, 0, 2,18, 2, 10000
13, 2, 0, 1,16, 2, 10000
6, 2, 0, 3,11, 2, 10000
8, 2, 0, 2,12, 2, 10000
8, 2, 0, 6,16, 2, 10000
9, 2, 0, 5,16, 2, 10000
11, 2, 0, 3,16, 2, 10000
11, 2, 0, 3,16, 2, 10000
8, 2, 0, 2,12, 2, 10000
4, 2, 0, 4,10, 2, 10000
13, 2, 0, 2,17, 2, 10000
8, 2, 0, 3,13, 2, 10000
7, 2, 0, 1,10, 2, 10000
10, 2, 0, 5,17, 2, 10000
13, 2, 0, 3,18, 2, 10000
5, 2, 0, 3,10, 2, 10000
4, 2, 0, 3,9, 2, 10000
17, 2, 0, 4,23, 2, 10000
12, 2, 0, 6,20, 2, 10000
10, 2, 0, 2,14, 2, 10000
14, 2, 0, 2,18, 2, 10000
5, 2, 0, 2,9, 2, 10000
15, 2, 0, 4,21, 2, 10000
7, 2, 0, 2,11, 2, 10000
12, 2, 0, 2,16, 2, 10000
20, 2, 0, 3,25, 2, 10000
6, 2, 0, 0,8, 2, 10000
9, 2, 0, 3,14, 2, 10000
16, 2, 0, 3,21, 2, 10000
9, 2, 0, 4,15, 2, 10000
12, 2, 0, 1,15, 2, 10000
18, 2, 0, 4,24, 2, 10000
13, 2, 0, 2,17, 2, 10000
10, 2, 0, 3,15, 2, 10000
12, 2, 0, 0,14, 2, 10000
5, 2, 0, 6,13, 2, 10000
21, 2, 0, 9,32, 2, 10000
19, 2, 0, 6,27, 2, 10000
7, 2, 0, 5,14, 2, 10000
14, 2, 0, 5,21, 2, 10000
7, 2, 0, 6,15, 2, 10000
6, 2, 0, 3,11, 2, 10000
9, 2, 0, 4,15, 2, 10000
11, 2, 0, 5,18, 2, 10000
12, 2, 0, 6,20, 2, 10000
11, 2, 0, 2,15, 2, 10000
8, 2, 0, 3,13, 2, 10000
10, 2, 0, 2,14, 2, 10000
14, 2, 0, 3,19, 2, 10000
9, 2, 0, 4,15, 2, 10000
5, 2, 0, 5,12, 2, 10000
11, 2, 0, 6,19, 2, 10000
10, 2, 0, 2,14, 2, 10000
11, 2, 0, 4,17, 2, 10000
10, 2, 0, 6,18, 2, 10000
5, 2, 0, 2,9, 2, 10000
11, 2, 0, 4,17, 2, 10000
12, 2, 0, 1,15, 2, 10000
6, 2, 0, 1,9, 2, 10000
9, 2, 0, 3,14, 2, 10000
8, 2, 0, 2,12, 2, 10000
6, 2, 0, 5,13, 2, 10000
16, 2, 0, 3,21, 2, 10000
7, 2, 0, 4,13, 2, 10000
7, 2, 0, 6,15, 2, 10000
9, 2, 0, 2,13, 2, 10000
6, 2, 0, 4,12, 2, 10000
6, 2, 0, 1,9, 2, 10000
9, 2, 0, 1,12, 2, 10000
7, 2, 0, 3,12, 2, 10000
14, 2, 0, 3,19, 2, 10000
7, 2, 0, 3,12, 2, 10000
10, 2, 0, 4,16, 2, 10000
11, 2, 0, 2,15, 2, 10000
6, 2, 0, 1,9, 2, 10000
10, 2, 0, 1,13, 2, 10000
7, 2, 0, 3,12, 2, 10000
9, 2, 0, 4,15, 2, 10000
5, 2, 0, 7,14, 2, 10000
5, 2, 0, 4,11, 2, 10000
3, 2, 0, 1,6, 2, 10000
12, 2, 0, 1,15, 2, 10000
6, 2, 0, 2,10, 2, 10000
8, 2, 0, 7,17, 2, 10000
6, 2, 0, 3,11, 2, 10000
16, 2, 0, 5,23, 2, 10000
11, 2, 0, 3,16, 2, 10000
11, 2, 0, 3,16, 2, 10000
10, 2, 0, 3,15, 2, 10000
8, 2, 0, 2,12, 2, 10000
9, 2, 0, 3,14, 2, 10000
15, 2, 0, 3,20, 2, 10000
10, 2, 0, 0,12, 2, 10000
11, 2, 0, 3,16, 2, 10000
13, 2, 0, 0,15, 2, 10000
11, 2, 0, 2,15, 2, 10000
10, 2, 0, 1,13, 2, 10000
14, 2, 0, 6,22, 2, 10000
7, 2, 0, 2,11, 2, 10000
12, 2, 0, 4,18, 2, 10000
13, 2, 0, 5,20, 2, 10000
8, 2, 0, 4,14, 2, 10000
11, 2, 0, 6,19, 2, 10000
16, 2, 0, 2,20, 2, 10000
15, 2, 0, 3,20, 2, 10000
18, 2, 0, 6,26, 2, 10000
3, 2, 0, 2,7, 2, 10000
9, 2, 0, 0,11, 2, 10000
7, 2, 0, 6,15, 2, 10000
11, 2, 0, 1,14, 2, 10000
9, 2, 0, 4,15, 2, 10000
10, 2, 0, 2,14, 2, 10000
7, 2, 0, 8,17, 2, 10000
6, 2, 0, 3,11, 2, 10000
12, 2, 0, 2,16, 2, 10000
9, 2, 0, 6,17, 2, 10000
11, 2, 0, 2,15, 2, 10000
9, 2, 0, 3,14, 2, 10000
7, 2, 0, 5,14, 2, 10000
2, 1, 0, 4,7, 2, 10000
14, 2, 0, 6,22, 2, 10000
16, 2, 0, 3,21, 2, 10000
7, 2, 0, 6,15, 2, 10000
9, 2, 0, 7,18, 2, 10000
9, 2, 0, 3,14, 2, 10000
14, 2, 0, 1,17, 2, 10000
9, 2, 0, 2,13, 2, 10000
17, 2, 0, 3,22, 2, 10000
5, 2, 0, 3,10, 2, 10000
8, 2, 0, 5,15, 2, 10000
11, 2, 0, 2,15, 2, 10000
8, 2, 0, 5,15, 2, 10000
5, 2, 0, 4,11, 2, 10000
18, 2, 0, 2,22, 2, 10000
7, 2, 0, 0,9, 2, 10000
5, 2, 0, 3,10, 2, 10000
4, 2, 0, 3,9, 2, 10000
15, 2, 0, 2,19, 2, 10000
13, 2, 0, 4,19, 2, 10000
11, 2, 0, 2,15, 2, 10000
5, 2, 0, 10,17, 2, 10000
7, 2, 0, 1,10, 2, 10000
8, 2, 0, 4,14, 2, 10000
12, 2, 0, 1,15, 2, 10000
11, 2, 0, 4,17, 2, 10000
8, 2, 0, 0,10, 2, 10000
10, 2, 0, 6,18, 2, 10000
5, 2, 0, 3,10, 2, 10000
5, 2, 0, 2,9, 2, 10000
9, 2, 0, 2,13, 2, 10000
8, 2, 0, 4,14, 2, 10000
12, 2, 0, 5,19, 2, 10000
14, 2, 0, 2,18, 2, 10000
4, 2, 0, 4,10, 2, 10000
5, 2, 0, 3,10, 2, 10000
5, 2, 0, 5,12, 2, 10000
10, 2, 0, 4,16, 2, 10000
9, 2, 0, 2,13, 2, 10000
9, 2, 0, 3,14, 2, 10000
10, 2, 0, 3,15, 2, 10000
8, 2, 0, 6,16, 2, 10000
9, 2, 0, 7,18, 2, 10000
10, 2, 0, 2,14, 2, 10000
8, 2, 0, 3,13, 2, 10000
8, 2, 0, 9,19, 2, 10000
14, 2, 0, 3,19, 2, 10000
5, 2, 0, 6,13, 2, 10000
12, 2, 0, 2,16, 2, 10000
1, 2, 0, 2,5, 2, 10000
10, 2, 0, 4,16, 2, 10000
14, 2, 0, 4,20, 2, 10000
8, 2, 0, 2,12, 2, 10000
9, 2, 0, 1,12, 2, 10000
11, 2, 0, 1,14, 2, 10000
12, 2, 0, 1,15, 2, 10000
13, 2, 0, 1,16, 2, 10000
10, 2, 0, 5,17, 2, 10000
4, 2, 0, 4,10, 2, 10000
7, 2, 0, 0,9, 2, 10000
8, 2, 0, 3,13, 2, 10000
9, 2, 0, 2,13, 2, 10000
2, 2, 0, 2,6, 2, 10000
4, 2, 0, 1,7, 2, 10000
11, 2, 0, 1,14, 2, 10000
6, 2, 0, 1,9, 2, 10000
11, 2, 0, 3,16, 2, 10000
20, 2, 0, 3,25, 2, 10000
9, 2, 0, 7,18, 2, 10000
12, 2, 0, 3,17, 2, 10000
3, 2, 0, 3,8, 2, 10000
12, 2, 0, 3,17, 2, 10000
9, 2, 0, 2,13, 2, 10000
5, 2, 0, 5,12, 2, 10000
7, 2, 0, 3,12, 2, 10000
10, 2, 0, 4,16, 2, 10000
7, 2, 0, 4,13, 2, 10000
13, 2, 0, 5,20, 2, 10000
6, 2, 0, 4,12, 2, 10000
1, 1, 0, 3,5, 2, 10000
10, 2, 0, 3,15, 2, 10000
10, 2, 0, 1,13, 2, 10000
11, 2, 0, 3,16, 2, 10000
5, 2, 0, 6,13, 2, 10000
11, 2, 0, 4,17, 2, 10000
14, 2, 0, 1,17, 2, 10000
9, 2, 0, 6,17, 2, 10000
8, 2, 0, 3,13, 2, 10000
8, 2, 0, 2,12, 2, 10000
9, 2, 0, 2,13, 2, 10000
8, 2, 0, 1,11, 2, 10000
8, 2, 0, 1,11, 2, 10000
12, 2, 0, 6,20, 2, 10000
9, 2, 0, 2,13, 2, 10000
6, 2, 0, 2,10, 2, 10000
5, 2, 0, 2,9, 2, 10000
13, 2, 0, 4,19, 2, 10000
8, 2, 0, 2,12, 2, 10000
12, 2, 0, 3,17, 2, 10000
10, 2, 0, 4,16, 2, 10000
14, 2, 0, 2,18, 2, 10000
5, 2, 0, 3,10, 2, 10000
5, 2, 0, 4,11, 2, 10000
15, 2, 0, 4,21, 2, 10000
13, 2, 0, 2,17, 2, 10000
12, 2, 0, 3,17, 2, 10000
14, 2, 0, 2,18, 2, 10000
6, 2, 0, 5,13, 2, 10000
10, 2, 0, 3,15, 2, 10000
6, 2, 0, 7,15, 2, 10000
12, 2, 0, 4,18, 2, 10000
16, 2, 0, 6,24, 2, 10000
15, 2, 0, 2,19, 2, 10000
16, 2, 0, 1,19, 2, 10000
8, 2, 0, 0,10, 2, 10000
10, 2, 0, 2,14, 2, 10000
6, 2, 0, 4,12, 2, 10000
6, 2, 0, 5,13, 2, 10000
4, 2, 0, 5,11, 2, 10000
12, 2, 0, 6,20, 2, 10000
9, 2, 0, 3,14, 2, 10000
14, 2, 0, 5,21, 2, 10000
9, 2, 0, 1,12, 2, 10000
7, 2, 0, 3,12, 2, 10000
11, 2, 0, 4,17, 2, 10000
10, 2, 0, 0,12, 2, 10000
7, 2, 0, 1,10, 2, 10000
13, 2, 0, 4,19, 2, 10000
13, 2, 0, 2,17, 2, 10000
1, 2, 0, 1,4, 2, 10000
11, 2, 0, 1,14, 2, 10000
6, 2, 0, 1,9, 2, 10000
9, 2, 0, 1,12, 2, 10000
6, 2, 0, 4,12, 2, 10000
6, 2, 0, 3,11, 2, 10000
14, 2, 0, 5,21, 2, 10000
13, 2, 0, 2,17, 2, 10000
11, 2, 0, 1,14, 2, 10000
11, 2, 0, 6,19, 2, 10000
4, 2, 0, 3,9, 2, 10000
9, 2, 0, 4,15, 2, 10000
11, 2, 0, 3,16, 2, 10000
10, 2, 0, 0,12, 2, 10000
8, 2, 0, 2,12, 2, 10000
3, 2, 0, 4,9, 2, 10000
11, 2, 0, 3,16, 2, 10000
9, 2, 0, 1,12, 2, 10000
15, 2, 0, 5,22, 2, 10000
2, 2, 0, 4,8, 2, 10000
14, 2, 0, 3,19, 2, 10000
12, 2, 0, 4,18, 2, 10000
11, 2, 0, 1,14, 2, 10000
10, 2, 0, 3,15, 2, 10000
6, 2, 0, 4,12, 2, 10000
11, 2, 0, 5,18, 2, 10000
14, 2, 0, 5,21, 2, 10000
2, 1, 0, 2,5, 2, 10000
9, 2, 0, 4,15, 2, 10000
11, 2, 0, 4,17, 2, 10000
10, 2, 0, 4,16, 2, 10000
2, 2, 0, 5,9, 2, 10000
8, 2, 0, 2,12, 2, 10000
9, 2, 0, 3,14, 2, 10000
10, 2, 0, 4,16, 2, 10000
11, 2, 0, 1,14, 2, 10000
9, 2, 0, 3,14, 2, 10000
9, 2, 0, 4,15, 2, 10000
8, 2, 0, 2,12, 2, 10000
5, 2, 0, 1,8, 2, 10000
6, 2, 0, 5,13, 2, 10000
16, 2, 0, 6,24, 2, 10000
2, 1, 0, 2,5, 2, 10000
8, 2, 0, 4,14, 2, 10000
5, 2, 0, 3,10, 2, 10000
10, 2, 0, 6,18, 2, 10000
12, 2, 0, 4,18, 2, 10000
11, 2, 0, 2,15, 2, 10000
9, 2, 0, 2,13, 2, 10000
7, 2, 0, 5,14, 2, 10000
5, 2, 0, 2,9, 2, 10000
6, 2, 0, 4,12, 2, 10000
9, 2, 0, 3,14, 2, 10000
10, 2, 0, 0,12, 2, 10000
4, 2, 0, 7,13, 2, 10000
10, 2, 0, 7,19, 2, 10000
13, 2, 0, 3,18, 2, 10000
9, 2, 0, 5,16, 2, 10000
17, 2, 0, 5,24, 2, 10000
8, 2, 0, 4,14, 2, 10000
6, 2, 0, 6,14, 2, 10000
13, 2, 0, 3,18, 2, 10000
12, 2, 0, 8,22, 2, 10000
9, 2, 0, 2,13, 2, 10000
8, 2, 0, 1,11, 2, 10000
10, 2, 0, 3,15, 2, 10000
7, 2, 0, 3,12, 2, 10000
2, 2, 0, 3,7, 2, 10000
8, 2, 0, 2,12, 2, 10000
12, 2, 0, 3,17, 2, 10000
6, 2, 0, 3,11, 2, 10000
5, 2, 0, 3,10, 2, 10000
9, 2, 0, 2,13, 2, 10000
2, 2, 0, 2,6, 2, 10000
10, 2, 0, 3,15, 2, 10000
11, 2, 0, 4,17, 2, 10000
12, 2, 0, 1,15, 2, 10000
12, 2, 0, 4,18, 2, 10000
6, 2, 0, 1,9, 2, 10000
12, 2, 0, 4,18, 2, 10000
14, 2, 0, 3,19, 2, 10000
7, 2, 0, 3,12, 2, 10000
12, 2, 0, 1,15, 2, 10000
10, 2, 0, 1,13, 2, 10000
5, 2, 0, 3,10, 2, 10000
5, 2, 0, 4,11, 2, 10000
8, 2, 0, 4,14, 2, 10000
18, 2, 0, 4,24, 2, 10000
7, 2, 0, 4,13, 2, 10000
10, 2, 0, 4,16, 2, 10000
12, 2, 0, 2,16, 2, 10000
3, 2, 0, 6,11, 2, 10000
7, 2, 0, 8,17, 2, 10000
10, 2, 0, 3,15, 2, 10000
8, 2, 0, 2,12, 2, 10000
13, 2, 0, 3,18, 2, 10000
9, 2, 0, 3,14, 2, 10000
11, 2, 0, 4,17, 2, 10000
6, 2, 0, 3,11, 2, 10000
11, 2, 0, 5,18, 2, 10000
14, 2, 0, 3,19, 2, 10000
6, 2, 0, 8,16, 2, 10000
9, 2, 0, 1,12, 2, 10000
9, 2, 0, 3,14, 2, 10000
13, 2, 0, 2,17, 2, 10000
2, 2, 0, 2,6, 2, 10000
5, 2, 0, 7,14, 2, 10000
12, 2, 0, 1,15, 2, 10000
7, 2, 0, 5,14, 2, 10000
6, 2, 0, 2,10, 2, 10000
9, 2, 0, 3,14, 2, 10000
5, 2, 0, 8,15, 2, 10000
14, 2, 0, 5,21, 2, 10000
6, 2, 0, 1,9, 2, 10000
14, 2, 0, 2,18, 2, 10000
7, 2, 0, 4,13, 2, 10000
8, 2, 0, 3,13, 2, 10000
10, 2, 0, 3,15, 2, 10000
7, 2, 0, 3,12, 2, 10000
13, 2, 0, 3,18, 2, 10000
11, 2, 0, 4,17, 2, 10000
10, 2, 0, 2,14, 2, 10000
9, 2, 0, 1,12, 2, 10000
6, 2, 0, 2,10, 2, 10000
7, 2, 0, 0,9, 2, 10000
9, 2, 0, 3,14, 2, 10000
10, 2, 0, 3,15, 2, 10000
10, 2, 0, 3,15, 2, 10000
11, 2, 0, 6,19, 2, 10000
5, 2, 0, 2,9, 2, 10000
8, 2, 0, 4,14, 2, 10000
13, 2, 0, 2,17, 2, 10000
9, 2, 0, 4,15, 2, 10000
9, 2, 0, 2,13, 2, 10000
8, 2, 0, 3,13, 2, 10000
7, 2, 0, 1,10, 2, 10000
10, 2, 0, 3,15, 2, 10000
11, 2, 0, 5,18, 2, 10000
10, 2, 0, 2,14, 2, 10000
7, 2, 0, 1,10, 2, 10000
7, 2, 0, 6,15, 2, 10000
8, 2, 0, 5,15, 2, 10000
4, 2, 0, 2,8, 2, 10000
12, 2, 0, 3,17, 2, 10000
13, 2, 0, 2,17, 2, 10000
6, 2, 0, 5,13, 2, 10000
9, 2, 0, 2,13, 2, 10000
2, 1, 0, 2,5, 2, 10000
10, 2, 0, 3,15, 2, 10000
8, 2, 0, 1,11, 2, 10000
9, 2, 0, 3,14, 2, 10000
8, 2, 0, 10,20, 2, 10000
11, 2, 0, 3,16, 2, 10000
5, 2, 0, 1,8, 2, 10000
5, 2, 0, 7,14, 2, 10000
10, 2, 0, 4,16, 2, 10000
7, 2, 0, 4,13, 2, 10000
4, 2, 0, 3,9, 2, 10000
9, 2, 0, 3,14, 2, 10000
8, 2, 0, 2,12, 2, 10000
16, 2, 0, 6,24, 2, 10000
7, 2, 0, 9,18, 2, 10000
9, 2, 0, 5,16, 2, 10000
4, 2, 0, 0,6, 2, 10000
12, 2, 0, 3,17, 2, 10000
10, 2, 0, 3,15, 2, 10000
10, 2, 0, 2,14, 2, 10000
5, 2, 0, 3,10, 2, 10000
4, 2, 0, 3,9, 2, 10000
7, 2, 0, 2,11, 2, 10000
6, 2, 0, 2,10, 2, 10000
6, 2, 0, 1,9, 2, 10000
7, 2, 0, 2,11, 2, 10000
11, 2, 0, 2,15, 2, 10000
12, 2, 0, 6,20, 2, 10000
10, 2, 0, 4,16, 2, 10000
12, 2, 0, 2,16, 2, 10000
12, 2, 0, 3,17, 2, 10000
8, 2, 0, 1,11, 2, 10000
9, 2, 0, 3,14, 2, 10000
8, 2, 0, 2,12, 2, 10000
13, 2, 0, 5,20, 2, 10000
9, 2, 0, 8,19, 2, 10000
7, 2, 0, 3,12, 2, 10000
11, 2, 0, 3,16, 2, 10000
11, 2, 0, 2,15, 2, 10000
8, 2, 0, 3,13, 2, 10000
14, 2, 0, 2,18, 2, 10000
9, 2, 0, 2,13, 2, 10000
9, 2, 0, 4,15, 2, 10000
7, 2, 0, 6,15, 2, 10000
11, 2, 0, 3,16, 2, 10000
7, 2, 0, 4,13, 2, 10000
3, 2, 0, 3,8, 2, 10000
14, 2, 0, 2,18, 2, 10000
15, 2, 0, 0,17, 2, 10000
3, 2, 0, 4,9, 2, 10000
6, 2, 0, 0,8, 2, 10000
6, 2, 0, 3,11, 2, 10000
5, 2, 0, 1,8, 2, 10000
13, 2, 0, 2,17, 2, 10000
17, 2, 0, 1,20, 2, 10000
7, 2, 0, 4,13, 2, 10000
8, 2, 0, 3,13, 2, 10000
6, 2, 0, 5,13, 2, 10000
9, 2, 0, 5,16, 2, 10000
13, 2, 0, 2,17, 2, 10000
7, 2, 0, 3,12, 2, 10000
9, 2, 0, 2,13, 2, 10000
7, 2, 0, 4,13, 2, 10000
7, 2, 0, 3,12, 2, 10000
10, 2, 0, 2,14, 2, 10000
14, 2, 0, 2,18, 2, 10000
9, 2, 0, 3,14, 2, 10000
5, 2, 0, 0,7, 2, 10000
11, 2, 0, 2,15, 2, 10000
11, 2, 0, 0,13, 2, 10000
10, 2, 0, 2,14, 2, 10000
15, 2, 0, 6,23, 2, 10000
12, 2, 0, 5,19, 2, 10000
6, 2, 0, 4,12, 2, 10000
2, 2, 0, 4,8, 2, 10000
10, 2, 0, 5,17, 2, 10000
6, 2, 0, 2,10, 2, 10000
5, 2, 0, 5,12, 2, 10000
11, 2, 0, 5,18, 2, 10000
4, 2, 0, 0,6, 2, 10000
2, 2, 0, 2,6, 2, 10000
6, 2, 0, 4,12, 2, 10000
7, 2, 0, 3,12, 2, 10000
8, 2, 0, 4,14, 2, 10000
9, 2, 0, 5,16, 2, 10000
10, 2, 0, 4,16, 2, 10000
10, 2, 0, 9,21, 2, 10000
11, 2, 0, 4,17, 2, 10000
4, 2, 0, 3,9, 2, 10000
4, 2, 0, 1,7, 2, 10000
8, 2, 0, 1,11, 2, 10000
14, 2, 0, 2,18, 2, 10000
7, 2, 0, 3,12, 2, 10000
14, 2, 0, 0,16, 2, 10000
7, 2, 0, 5,14, 2, 10000
15, 2, 0, 1,18, 2, 10000
4, 2, 0, 2,8, 2, 10000
10, 2, 0, 1,13, 2, 10000
7, 2, 0, 1,10, 2, 10000
9, 2, 0, 0,11, 2, 10000
12, 2, 0, 5,19, 2, 10000
3, 2, 0, 5,10, 2, 10000
11, 2, 0, 2,15, 2, 10000
2, 2, 0, 2,6, 2, 10000
13, 2, 0, 2,17, 2, 10000
5, 2, 0, 2,9, 2, 10000
9, 2, 0, 3,14, 2, 10000
3, 2, 0, 2,7, 2, 10000
7, 2, 0, 3,12, 2, 10000
17, 2, 0, 5,24, 2, 10000
12, 2, 0, 5,19, 2, 10000
10, 2, 0, 1,13, 2, 10000
